,passage,summary
1099," 시위대는 국영 TV방송사인 RTS 건물도 점령했다. 당시 외신은 “방송사 건물 내에서 화염이 일었으며 총성이 들렸다”고 보도하기도 했다. 시위대가 불도저를 앞세워 방송사 건물 벽을 무너뜨린 뒤 안으로 진입한 것이다. 건물을 경비하던 경찰 대부분이 도망쳤으며 경찰 일부는 시위대에 합류했다. RTS의 모든 방송은 중단됐다. 이윽고 RTS 보도국장이 나타나 코스투니차를 “대통령”이라고 언급하며 긴급 인터뷰를 가졌다. 사실상 시위대에 무릎을 꿇은 것이다. 시위대는 방송사를 장악하고 있는 밀로셰비치 지지파의 퇴진도 요구했다. RTS뿐 아니라 ‘스튜디오 B방송’ ‘폴리티카 방송’도 비슷한 성향의 언론사로 인식돼 시위대의 표적이 됐다. 그 당시 세르비아 언론사 대부분은 밀로셰비치 정권에 사실상 부역했다는 비판을 받았다., 밀로셰비치는 이날 혁명을 인정하고, 13년간 누렸던 권좌에서 물러났다. 자정이 가까워지면서 베오그라드 연방의사당 앞은 독재를 종식시키고 새 시대로의 진입을 알리는 ‘역사의 장(場)’으로 변모했다. 이날 의사당 근처에 있던 경찰 차량 다섯 대를 포함, 약 일곱 대의 차량이 전소(全燒)했으나 유혈 충돌은 거의 없었다. 소녀 한 명이 목숨을 잃고, 103명이 부상한 것에 그쳤다. 일부 외신은 이를 ‘무혈혁명’이라고 표현하기도 했다. 단 하루 만에 세르비아 역사가 바뀐 것이다. 세르비아에서는 이를 ‘10월 5일 혁명’이라고 공식적으로 칭하나, 시위대가 국영 방송사인 RTS에 불도저로 쳐들어갔다는 이유로 ‘불도저 혁명’이라고도 부른다.,",세르비아에서 불도저 혁명이라고도 부르는 10월 5일 혁명의 날 밀로셰비치는 13년간 누렸던 권좌에서 물러났다.
1100,"# 1990년 초 야권은 무력감에 휩싸였다. 노태우 대통령의 민주정의당과 김영삼(YS) 통일민주당, 김종필(JP) 신민주공화당의 합당으로 국회 의석의 73%인 219석을 차지한 공룡정당, 민주자유당이 탄생했던 것.,제1 야당인 김대중 (DJ) 평화민주당과 3당 합당에 반대했던 통일민주당의원 8 명으로 창당됐던 꼬마민주당은 제각각 재야세력을 흡수, 몸집 키우기에 나섰으나 공룡정당에 맞서기엔 역부족이었다.,해법은 야권 통합에 있었다.,신민주연합당(평화민주당 후신) 총재 DJ와 꼬마민주당 총재 이기택(KT)은 당내 반발 등으로 진통을 거듭한 끝에 1991년 9월 합당을 성사시켰다.,DJ로서는 정치판을 ‘호남 대 비호남’ 구도로 몰아가려는 집권당에 맞서는 게 시급했다. 실제로 합당 협상중 치러진 지방선거에서 자신의 당이 승리한 곳은 호남뿐이었다. 이런 판세라면 1992년 대권 도전도 허사가 될 게 뻔했다.,지지세력 확산을 위해 비호남 의원들로 구성된 꼬마민주당과의 통합이 절실할 수밖에 없었다.,때문에 70석의 신민주연합당과 8석에 불과한 꼬마민주당의 통합임에도 그 방식은 흡수가 아닌 창당을 통한 신설합당이었다. DJ와 KT가 공동대표를 맡고 당명도 꼬마민주당의 공식 명칭인 ‘민주당’으로 결정됐다. 꼬마민주당 지지층에 합당명분을 줬던 셈이다.,합당 효과는 컸다. 이듬해 총선에서 민주당은 호남권은 물론, 수도권과 충청권에서도 당선자를 냈으며 서울에선 민자당을 제치고 제1 당이 됐다.,",DJ와 KT가 공동대표를 맡고 당명도 민주당으로 결정했는데 총선에서 민주당은 서울에서 민자당을 제치고 제1 당이 됐다.
1101,"장기표 국민의힘 대선 예비후보를 만나기로한 날 언뜻라는 말이 떠올랐다.노자 도덕경에 나오는“크게 지혜로운 사람이 마치 어리석은 사람 같아 보인다”는 뜻이다. 1990년 이재오,김문수와 함께 민중당을 창당한 이래 계속된 그의 굴곡진 정치역정이 떠올랐기 때문이다.독자정당,기성정당 할 것 없이 총선에서만7번을 내리 낙선했고 이번에 또 대선출마를 한다는 것이다. ‘·우공이 산을 옮긴다는 뜻으로,어떤 일이든 끊임없이 노력하면 반드시 이루어짐을 이르는 말)’이라도 하겠다는 걸까.운동권의 대부로‘영원한 재야’로 불리는 그는 왜 험한 정치판을 전전하는 것일까.정말 궁금했다.그의 측근 참모 중에 정치부 기자 시절 인연이 있어 한 번 봤으면 한다는 전갈을 드렸다.흔쾌히 응해주어서 만남이 성사됐다.,오랜만에 만난 그는76세의 나이가 믿기지 않을 정도로 날렵했다.걸음걸이도 힘찼고 계단을 오르고 내릴 때는 심지어 뜀박질도 했다.개인적으로는 인천5·3사태 때 그를 최루탄 속 지근 거리에서 본 적이 있다.벌써35년 전 일이다.수년 전 학교 선배 상갓집에서 인사를 했지만 정식으로 식사까지 하며 자리를 하기는 처음이다.자리에 앉자마자 가장 궁금했던 물음을 던졌다.,“왜 정치를 하십니까”정치는 겉으로 보기에는 대리석 같이 하얗고 뽀얗지만 속은 썩고 곪아터졌다.한때 나의 우상으로 순수하고 맑은 그에게 정치는 어울리지 않는다고 생각했다.과거 운동권 시절 그는‘은둔의 고수’였고 신출귀몰했다. 60년대 운동을 시작한 이래12년의 수배와9년의 감옥살이 영향 때문이다.그는“사람은 누구나 자기의 정체성에 맞게 살아야 한다.내 스타일은 꼭 되고 안 되고를 떠나 옳다고 생각하는 것을 위해(정치를)하는 것이다”라고 담담하게 말했다.,",장 국민의힘 대선 예비후보는 총선에서 7번을 낙선했는데 또 대선에 출마한다.
1102,"그는 한국 정당사에서 처음으로 이곳을 기반으로 한 정당(자민련)을1995년 창당, 1년 만에 제2야당으로 자리매김시켰던 주역이기도 했다. 1996년 총선에서 충청권을 거의 석권하고 영남권과 강원권에서도 다수 의원들을 당선시킴으로써 원내50석을 차지했던 것.,JP는DJ와 손잡게 됐다.신한국당 당료들이 이 후보에게 호소한 지 열흘 후DJ는JP의 청구동 자택을 심야 방문,내각제를 고리로 한 후보단일화 협상을 타결지었다.선거일을 두 달정도 남겨둔 때였다.,JP와 자민련은 이 후보·신한국당보다 앞서DJ·국민회의와 연대문제를 논의했으나 내각제 개헌 문제로 진통을 거듭,성사여부가 불투명했었다.보수대연합인3당 합당에 합류했던JP로선 국민회의보다는 신한국당에 더욱 쏠려있기도 했다. DJ와 후보단일화를 타결짓기 직전까지도 이 후보측에 내각제 수용 가능성을 타진했을 정도였다.,DJP연대 성사로DJ지지율이 상승세를 타자 이 후보와 신한국당 측은 위기감을 느꼈다.통합민주당의 조순 대표와 전격적으로 합당을 선언,당명을 한나라당으로 바꾸고 막판 세불리기에 적극 나섰던 것.,이 후보는 선거전 막판‘YS,이인제 지원설’폭로를 계기로 이인제 후보 지지표가 빠지기 시작, DJ와 접전양상으로 치닫기도 했으나 충청권 열세를 만회하기는 어려웠고 결국 졌다.,1998년DJ정부 출범 직후부터 지속됐던 이회창 대세론은2002년4월 새천년민주당에서 노무현 후보가 선출되면서 노풍(盧風=노무현 바람)에 흔들리기 시작했다.두 아들의 병역문제까지 재부각됐고‘며느리 원정출산 의혹’과‘가회동 자택 호화빌라’파문까지 터졌다.,",그는 1995년에 자민련을 창당하고 1996년 총선에서 원내 50석을 차지하며 제2야당으로 자리매김시켰던 주역이다.
1103,"# DJ(김대중 전 대통령) 역시 DJP 연대과정에서 지지세력의 반발에 직면했다. 유신체제와 3 당 합당에 맞서 싸웠던 그가 JP와 손잡는다는 건 명분이 약한 행보였기 때문이다.,DJ에겐 이런 반발보다 절박감이 더 컸다.,자신이 창당했던 새정치국민회의가 1997 년 대선을 1 년 8 개월 앞둔 총선에서 사실상 패배, 대선 가도가 더욱 험난해졌다. 대선에 세 번이나 떨어지고 다시 도전하는 처지이기도 했다.,때문에 내각제를 고리로 한 JP의 연대 제의를 정치적 위기상황을 반전시킬 기회로 판단했을 것이다.,총선직후 JP가 이같은 제의를 하자 DJ는 협상팀을 즉각 가동했다. 민자당에서 탈당한 JP 자유민주연합이 충청권은 물론 집권당 텃밭에서도 돌풍을 일으키며 세를 한껏 불린 상황이었던 만큼 DJ로선 더욱 쏠렸을 것이다.,JP와의 연대를 통해 색깔공세를 비켜갈 수 있었으며 보수층을 의식한 우클릭 행보도 강화했다.,결국 평화적 정권교체를 이끌어낸 첫 대통령이 됐고 각종 개혁정책과 함께 남북간 첫 정상회담도 성사시켰다.,# DJ와 대권경쟁을 벌였던 이회창 한나라당(민자당 후신) 후보는 JP의 연대 제의를 뿌리쳤다. 당내 반발도 있었지만 '3 김시대 청산'을 역설해왔던 입장에서 JP와의 연대란 설 자리가 더욱 좁았다.,선거 초반 대세론을 구가하기도 했지만 아들 병역비리 의혹과 이인제 후보의 독자출마 등 악재들로 지지율이 하락세를 거듭하자, 일부 참모들은 연대를 거듭 호소했으나 ‘대쪽’ 이미지의 그에게 재고의 여지란 없었다.,",DJ와 대권경쟁을 벌였던 이 후보는 악재들로 지지율이 하락세를 거듭하자 일부 참모들이 JP와의 연대를 호소했으나 대쪽 이미지의 그는 제의를 뿌리치고 재고하지 않았다.
1104,"한미동맹의 가치를 돈으로 환산하면 최대 3000조원에 달한다는 분석이 나왔다. 한국경제연구원(한경연)은 17일 지난 21년 간 한미동맹의 경제적 가치를 추정한 결과를 발표했다. 오는 18일 ‘한미상호방위조약 발효 67주년’을 맞이해 진행한 연구다.,연구는 동맹 관계 와해로 주한미군 철수 등 국내 국방력에 공백이 생길 경우 발생할 수 있는 추가적인 국방비 소요액을 계산했다. 또 국가신용등급 하락에 따른 국내총생산(GDP) 영향을 세 가지 시나리오별로 측정했다.,이에 따르면 2000년~2020년 국방비 증액으로 인한 GDP 손실합계는 시나리오별로 최소 369조원에서 최대 2762조원에 달했다. 한경연은 주한미군 공백에 따른 한국의 국방비 추가 투입액이 클수록 국가신용등급 하락 폭이 줄어든다고 봤다. 국방비 100% 증액의 경우 국가신용등급 한 단계 하락, 나머지 경우에는 국방비 투입 미흡에 따른 지정학적 리스크 완화가 상대적으로 미진하다고 보고 국가신용등급이 두 단계 하락한다고 가정했다.,국가신용등급이 두 계단 하락할 경우 GDP 손실합계는 558조원으로 산출됐다. 한 계단 떨어질 경우엔 279조원인 것으로 나타났다. 이를 합산한 결과 GDP 손실합계액은 928조2000억원에서 최대 3041조6000억원으로 추정됐다.,한편 미국 입장에서도 한미동맹이 필수라는 분석도 있다. 2019년 한미경제연구소에 따르면 미국에 있어 한미동맹이 가지는 경제적 가치는 2조462억달러(약 2416조4000억원)에 달했다.,",한미동맹의 경제적 가치를 추정한 결과 최대 3000조 원에 달한다는 분석이 나왔다.
1105,"그런데 그렇게‘민심’때문에 당 대표가 된 이준석에게 최근‘민심’이 보이지를 않는다. 20대 당 대변인을 배출한‘나는 국대다’같은 이벤트도 있지만 철저히 개인기 위주로 당을 이끌어가고 있다.매일 쉴 새 없이 뱉어내는 당 대표 메시지도 거의 모두 따로 논다.여성가족부나 통일부 폐지 주장은 본인이 당대표가 아니라 대선후보라 착각하는 듯하다.그러다보니 최고위원이나 당직자 가운데 이 메시지를 뒷받침하는 사람을 찾기가 어렵다.당선소감에서 표방한‘비빔밥 정당’이 점점‘따로 국밥‘이 돼 가고 있다.,특히 내년 대선은8개월도 안 남았는데 야권 대통합 행보는 눈을 씻고 찾아봐도 없다.안철수 대표의 국민의당과의 당대당 통합 움직임은 잠시 시늉만 하다 온 데 간 데 없다.야권 최대 주자인 윤석열 전 검찰총장 영입도 어찌 보면 관심 밖이다. “오면 오고 말면 말아라”는 식이다.심지어는 협박도 서슴지 않는다.윤 전 총장과 최재형 전 감사원장 입당은“본인의 무한책임”이라며“대선 경선버스는8월말 정시 출발 한다”며 수시로 못을 박는다.그러면서 국정에 거의 손을 놓고 있는 문재인 대통령에게는‘영수회담’을 하자며 애걸복걸이다.정말 무엇 때문에 자신이 당 대표가 됐는지 그‘민심’의 현주소를 몰라도 한참 모른다.,정작 이 대표가 이처럼 단독플레이로 뒤뚱거리면서 장외주자들도 제 갈 길을 가고 있다.윤 전 총장은12일 유력주자 가운데 제일 먼저 예비후보 등록을 마쳤다.이 대표가“(윤 전 총장도)국민의힘 경선 버스 출발시간을 알고 있을 것”이라고 손을 놓고 있는 사이 윤 전 총장도‘여차하면 마이웨이‘라고 선언한 것이나 마찬가지다.지난번 안철수 대표와 윤 전 총장 회동도 눈여겨봐야 한다.국민의힘이 눈길을 주지 않아 별도의 중도정당이라도 생기면 그 책임은 누가 질 건가.그렇게 보수정당의 집권이 가능하다고 보는지 되묻고 싶다.,",이 씨에게 최근 민심이 보이지 않고 철저히 개인기 위주로 당을 이끌어가고 있다.
1106,"# 이명박 후보와 박근혜 후보가 각각 당선됐던 2007년과 2012년 대선은 또 다른 양상을 보였다. 3후보 출마에 따른 보수진영 분열이나 진보 측 후보단일화가 당락을 가르지 못했다. 선거전 초반 형성됐던 이·박 후보의 대세론을 흔들기엔 역부족이었던 셈이다.,2007년 대선에선 한나라당 이명박 후보와 대통합민주신당 정동영 후보가 맞선 가운데 직전 대선에서 한나라당 후보였던 이회창 후보가 무소속으로 출마, 3 파전 양상을 보였다. 결국 보수 진영이 분열했던 선거전이었으나 이명박 후보는 49%를 얻어 당선됐으며 정동영 후보 26%, 이회창 후보 15%였다.,2012년 대선은 새누리당 박근혜, 민주통합당 문재인, 무소속 안철수 등 3자 구도로 치닫다가 투표일을 한 달 앞두고 안 후보가 문 후보를 지지하며 중도 사퇴함으로써 사실상 야권후보 단일화가 성사됐으나 정권교체로 이어지지는 못했다. 개표결과 박 후보가 52%로 당선을 확정지었으며 문 후보는 48%에 그쳤다.,# 내년 3월 대선을 앞두고도 3후보에 이목이 쏠리고 있다. 역대 대선처럼 치러진다면 3후보는 변수가 아니라 상수다. 3후보로 누가 나설 지가 변수일 뿐이다.,집권당인 더불어민주당에선 친문(친 문재인)과 비문 간의 갈등이 3후보 출마의 지렛대가 될 수 있다.,여권 유력주자로 꼽히는 이재명 경기지사의 경우 각종 여론조사에서 지지율 선두권을 고수하고 있지만, 친문과의 갈등관계가 대선가도의 걸림돌이다. 최근 들어 경선시기를 놓고 양측갈등이 본격화되고 있다.,","2007년 대선에서는 대통합민주신당의 정 후보와 한나라당 이 후보, 무소속으로 출마한 이 후보의 3파전 양상을 보였으나 한나라당의 이 후보가 40%를 얻어 당선되었다."
1107,"그럼 한국의 상황을 보자.국내 보수 세력은 박근혜 탄핵 이후 사분오열의 과정을 거쳤다. 20대 총선 이후 전국 단위선거에서4전 전패를 거듭하다 올해4.7서울과 부산 시장 보궐선거에서 처음으로 승리를 맛봤다.여세를 몰아 내년3.9대선에서 승리를 하면 보수 세력은 완벽하게 재기를 선언할 수 있게 된다.,이를 위해 국내 보수 세력이 가장 먼저 경계해야 할 것은 내부 분열이고 갈등이다.설사 분열하더라도 대선승리를 위해원칙이 훼손돼서는 안 된다.집권과 동시에‘20년 집권’을 공언하며 막강한 인적 물적 자원을 축적하고 있는 여당 후보를 앞에 두고 사분오열로 갈라져 있어서는 상대 자체가 안 된다.따라서 국민의힘 대선 후보들은 일찌감치‘원팀’정신으로 무장해 나머지 경선일정을 차질없이 치러내야 한다.,그런 점에서 지난10일 윤석열 후보가 상대인 홍준표 후보를 향해“홍 선배님!우리 깐부 아닌가요?”라며 한 팀을 강조한 것은 시의 적절했다.앞으로 있을10차례TV토론과 각종 네거티브 공세를 미리 예상하고 선수를 둔 것이다.그는 전날 홍 후보가 자신의 부인과 장모를 엮어‘범죄공동체’라고 한데 대해서도“지나친 것 아닌가 하는 생각이 들고 마음이 복잡했다”면서도“우리는 공동의 목표가 있다.정권교체는 당원과 국민의 바람이고 우리에게 주어진 역사적 소명”이라고 강조했다.국민의힘1위 후보다운 품격과 자신감이 돋보였다.,하지만 우려스러운 대목도 종종 목격된다.지난11일 있은 광주 첫TV토론회에서는 지난 예비경선 때 논란이 됐던 윤 후보의 손바닥‘왕(王)자’문제가 거듭 재연되기도 했다.특히 유승민 후보는 윤석열 후보를 상대로‘무속논란’을 이슈화하고‘도이치모터스 사건’과 관련해 부인 김건희씨 연루의혹을 부각시키는데 안간힘을 썼다.,",한국의 보수는 박 씨의 탄핵 이후 사분오열의 과정을 거쳤다.
1108,"2018년 1월 18일 청와대 국민청원 게시판에 눈에 띄는 글이 하나 올라왔다. “포털사이트 ‘네이버’에 대한 철저한 수사가 필요하다”는 글이었다. “평창올림픽 여자 아이스하키 단일팀 구성에 대한 정부 여당 비판 글에 비정상적으로 ‘댓글’과 ‘좋아요’가 달려 상위에 랭크된다”는 것이다.,화들짝 놀란 네이버는 이튿날 바로 분당경찰서에 수사를 의뢰했다. 이를 김어준이 덥석 물었다. 그는 1월 27일 자신의 유튜브 방송 ‘다스뵈이다’에서 “얘네들(보수진영)이 지방선거를 앞두고 여론공작에 돌입했다”며 ‘댓글 부대’ 의혹을 제기했다. 친문(親文)의 적자 김경수 경남지사의 몰락은 이렇게 시작됐다. 민주당 추미애 당시 대표가 김어준의 의혹 제기를 받아 서울경찰청에 수사를 의뢰하면서 김경수와 드루킹의 대선 여론조작 사건 실체가 드러난 것이다.,김어준은 ‘가짜뉴스 공장장’으로 통한다. 실제로 지난 4.7 서울시장 보궐선거 당시 ‘김어준의 뉴스공장’은 내곡동 생태탕 집 가짜뉴스의 진원지였다. 야당이 ‘제2의 김대업’이라고 했지만 김어준의 ‘공장’은 가동을 멈추지 않았다. 현 집권 세력의 가짜뉴스와 여론공작은 실제로 이런 식으로 진행된다. 선거에서 이기기 위해 ‘철저히’ ‘뻔뻔하게’ ‘조직적으로’ ‘쉼 없이’ 조작이 이뤄진다.,검찰이 청와대 인사 등 총 13명을 기소한 울산시장 선거개입 사건을 보자. 울산시장 선거개입 사건은 문재인 대통령의 30년 지기 송철호 현 시장을 당선시키기 위해 국가 공권력이 어떻게 동원됐는지 적나라하게 보여준다. 실제로 92년 14대 총선을 비롯해 이미 8차례 낙선을 한 송 시장 입장에서 이 방법 외 당선될 길은 없었다.,",집권 세력은 선거에서 이기기 위해 가짜 뉴스와 여론 공작은 쉼 없이 조작이 이뤄진다.
1109,"안철수 국민의당 대표가 국민의힘과의 합당을 전격 선언했다. 그러면서 야권 대선주자 선호도 1위인 윤석열 전 검찰총장에게도 전격 합류를 제안했다.,그는 27일 《한국일보》와의 인터뷰에서 “정권 교체 외엔 나라를 바로잡을 방법이 없고, 그러려면 야권 후보 단일화가 유일한 방안”이라며 야권 대통합과 야권 대선후보 단일화 의지를 밝혔다. 그는 또 “트로이카(국민의힘, 국민의당, 윤석열 전 검찰총장)가 힘을 합쳐야 한다“고 했다. 윤석열 전 총장에 대해서는 “정권교체에 도움이 되는 역할을 꼭 해주셨으면 좋겠다. 책임감을 좀 가져주셔야 한다”고 말했다.,문재인 정권의 무능과 실정, 오만에 대한 국민적 분노와 정권 교체에 대한 의지를 생각하면 안 대표의 이번 전격 선언은 환영할 만한 일이다. 하지만 다소 늦은 감이 있어 아쉬운 점이 있는 것도 사실이다.,국민의힘과 국민의당 합당 문제는 사실 안 대표가 먼저 제안한 것이다. 안 대표는 지난 4.7 보궐선거에서 서울시장 단일화 승패에 무관하게 국민의힘과 합당을 추진하겠다고 했었다. 물론 서울시장 후보 단일화에 우위를 점하기 위해 한 말이지만 당시 자신의 진정성을 알리기 위해 많은 말을 했다. “야권 대통합 추진을 통해 정권 교체의 교두보를 놓겠다” “시대가 야권 전체에 내리는 명령”이라고 까지 했다.,그런데 주호영 국민의힘 당대표 권한대행이 4.7 보궐선거 승리 직후 합당에 대한 입장을 요구했지만 20일이 다 되도록 묵묵부답이었다. 국민의당 당원 의견을 묻는 절차를 진행 중이라는 말만 되풀이했다.,",국민의힘과의 합당을 선언한 안 국민의당 대표는 윤 전 검찰총장에게 합류를 제안하며 트로이카가 힘을 합쳐야 한다고 했다.
1110,"이 대표나 국민의힘 일각에서는 현재 여론조사1위를 달리고 있는‘윤석열의 중도하차’가능성을 거론한다고 한다. ‘처가 리스크‘나 여권의 검증 러시를 견딜 수 있겠느냐는 것이다.그래서 최재형 전 감사원장을 대안으로 거론한다.그러나 대선은8개월도 남지 않았다.덩달아 윤 전 총장에 대한 여론조사 지지율은 거의 변동이 없다.게다가 윤 전 총장’뱃심‘과’뚝심’은 이미 지난해1년 소위‘추.윤 갈등’에서 보지 않았나.설령 지지율이 조금 움직인다고 해도 도중에 그만둘 사람이 아니다.그렇게 오판만 거듭하면 그 피해는 고스란히 정권 교체를 열망하는 야권 지지자 몫이다.,그래서 이 대표 멘토인 김종인 전 비상대책위원장의 최근 언론 인터뷰가 눈에 들어온다.그는“윤 전 총장이 지지율을 유지할 수만 있다면(무소속인)지금 상태로 갈 수밖에 없다”며“(윤 전 총장이)굳이 지금 당에 들어가 다른 후보들과 옥신각신하는 상황을 만들지 않을 것”이라고 했다.이준석 대표가“입당이 늦어질수록 윤 전 총장에게는1초마다 손해”라고 한 것은“그건 이준석의 입장”이라고 했다. ‘멘토’와‘멘티’가 이렇게 따로 노는 것을 보면 신기하다.,이 대표는 야권의 소중한 자원인“유력주자는 당 밖 장외에 있다”는 점을 최우선으로 생각해야 한다.그들과 함께 내년 대선 승리를 거두라는 것이 민심이다.민심으로 당권을 잡은 당 대표가 그 민심을 모른다는 건 말이 안 된다.이 대표를 지금의 주역으로 만든“따릉이는 안녕한지”지금 묻고 싶다,",국민의힘 일각에서는 윤 씨의 처가리스트 등으로 중도하차 가능성을 거론한다.
1111,"# 2002년 새천년민주당 대선후보 경선 직전만 해도 이인제 후보는 경쟁자들을 멀찌감치 따돌리고 대세론을 탔다.,당내 주류인 동교동계(김대중 정치계보)의 지원을 받아 집권당의 유력 후보로 꼽혔던 것이다. 앞서 이 후보는 1997년 대선에서 떨어지고 김대중(DJ) 대통령 측에 합류, 2000년 총선에서 집권당 선대위원장을 맡아 자민련 창당이후 불모지였던 충청권에서 8명이나 당선시킨 것을 계기로 차기 대선주자로 부상했다.,하지만 대세론은 권역별 경선이 시작되자 흔들렸다. 지지율 하위권이었던 노무현 후보가 급부상, 세 번째 경선지역인 광주에선 1위까지 차지했던 것이다. 노 후보가 광주에 이어 전북과 전남 경선에서도 1위를 이어가자 이 후보는 ‘청와대 음모론’을 제기하며 경선을 포기하고 탈당해버렸다. 노 후보를 겨냥, “DJ 꼭두각시”라고 비난하는 등 경선에 대통령 의중이 작용했다는 주장을 폈다. 실제로 DJ에게 측근 인사가 영남후보론을 역설하며 노 후보를 밀었던 것으로 전해지기도 했다.,이 후보의 상처는 깊었다. 10여년의 세월이 지나 만났을 때에도 “집권당으로 와서 이용만 당한 뒤 팽(烹)당했다”는 등 감정을 삭이지 못했다.,그러면서 “나에겐 영·호남 트라우마가 있다”며 “영·호남이 나를 (정치적으로) 죽였다”고 했다. 영남과 호남에 지지기반을 둔 정당들에 의해 정치적으로 희생됐다는 의미로 해석됐다. 그는 충남 논산출신이다.,트라우마는 1997년 대선 때 생겼다. 이회창 후보의 한나라당과 김대중 후보의 새정치국민회의가 이인제 후보를 겨냥, ‘YS, 이인제 200억원 지원 의혹’을 제기해 치명타를 입혔던 것.,",2002년 새천년민주당 대선후보 경선 직전에 이 후보는 동교동계의 지원을 받아 집권당의 유력 후보로 꼽혔다.
1112,"정치인은 과연 어디까지 도덕적이어야 하는가?도덕주의는 정치인에게 필수조건인가.그렇다면 동서고금에 왜 정치인의 부정부패가 판을 쳤는가. ‘왕도정치’나‘철인정치’라는 말도 궁극적으로는 도달하지 못할 인간의 희망고문에 지나지 않는 걸까. 25일 국민의힘 윤희숙 의원의 사퇴의 변을 듣고 나니 드는 생각이었다.,그는 자신의 부친과 관련한 부동산 투기 논란에 책임을 지고 의원직을 내놓으며‘정치인의 도덕성’문제를 제기했다. 26년 전에 분가한 친정아버지가 부동산 투기를 했느냐 아니냐는 차치하더라도 신선한 문제제기란 생각이 들었다.대선을 앞두고 권력다툼에 혈안이 돼 있는 대한민국 국회에서 느닷없이‘정치인의 도덕성’이라니.하지만 한편으로는 진영 간 편가르기로 갈수록 갈등이 격화되는 한국 정치를‘도덕’이라는 소프트웨어로 재단해 보는 것도 필요한 시점이란 생각도 들었다.,그의 기자회견 발언 중에는“국민들이 정치인의 도덕성 평가를 포기하고 있다”는 말이 유독 귀에 들어왔다. 30년이 되도록 기자와 평론가로 정치판을 들여다봤지만 그의 진단에 새삼 고개가 끄덕여졌다.정치인의 정의 즉 도덕의 문제는 정치인 자신 뿐 아니라 유권자인 국민들도 책임이 있다는 말 아닌가.해마다 선거를 하고 나서 우리는“손가락을 잘라 한강에 버려야 한다”는 소리를 얼마나 많이 하고 들었나.윤 의원이 새삼스레 그 문제를 짚고 나온 것이다.,그는“왜 의원직을 사퇴하느냐?”는 기자 질문에“정치인은 도덕성의 기준이 높아야 한다.그것이 대선에 출마한 이유기도 하다”고 말했다.그는 초선이지만 대선 출마를 선언하고 국민의힘 대선 경선 예비후보로 활동했다.그러면서 그는“국민들은 그동안 보통의 국민들보다 못한 도덕성을 가진 정치인들을 포기하고 용인해왔다”며“왜냐하면 정치인들은 다 그러려니 했기 때문”이라고 말했다.,",국민의 힘 윤 의원은 자신의 부친과 관련된 부동산 투기 논란에 책임을 지고 의원직을 내놓으며 정치인의 도덕성 문제를 제기했다.
1113,"강릉 회동을 가진 권 의원측은 “민감한 시기라 전당대회와 관련된 언급은 없었던 것으로 안다”고 말했다. 지난 26일 윤 전 총장과 장시간 회동을 가진 정진석 의원 측도 아직 구체적으로 어떤 말을 나눴는지에 대해서는 언급을 피하고 있다. 하지만 4선, 5선의 국회의원으로 정치 베테랑인 사람들이 윤 전 총장과 만나 전당대회 관련 이야기를 나누지 않았을까. 오랜만에 만났다 해도 정 의원과 권 의원은 윤 전 총장과 그 정도 대화는 가능한 연비연사가 있다. 언급을 않을 뿐이라 봐야 한다.,당장 윤 전 총장은 전당대회 합동연설회와 TV토론회의 핫이슈로 떠올랐다. 31일 첫 TV토론회에서도 윤 전 총장 등 당 밖 대선주자들의 경선 참여여부가 관심사였다. 이준석 후보는 어김없이 자강론을 주장했지만 나경원·주호영 후보는 ‘통합론’이다. 즉 이준석은 “7월 경선 버스는 예정대로 출발해야 한다”는 것이고 나·주 후보는 공정 대선관리를 위해 ‘단일 플랫폼’을 만들고 이를 위해 9월까지 경선시기를 늦춰야 한다고 주장했다.,하지만 이는 표면적인 설왕설래이고 후보들의 속내는 다르다. 이준석 후보의 ‘자강론’은 ‘유승민 대통령 만들기’라는 꿈을 실현하겠다는 뜻이 아닐까. 물론 속내는 그럴지 몰라도 공정경선 약속은 잊지 않는다. 나경원 후보는 전당대회 출마 전까지는 ‘자강론’이었다. 스스로 대선출마를 저울질했기 때문이다. 당대표 후보로 방향을 틀면서 일단 윤 전 총장 등 당 밖 인사들의 지원을 염두에 두기 시작했다. 그래서 통합론으로 돌았다.,",강릉 회동을 가진 권 의원 측은 전당대회와 관련된 언급은 없었던 것으로 안다고 말했고 정 의원 측도 추제적으로 어떤 말을 나눴는지에 대해서는 언급을 피하고 있다.
